,Text,encoded_Author
2363,"The Federal Communications Commission's new rules opening the local telephone market to competition are likely to survive a slew of legal challenges leveled by state regulators and local phone companies, lawyers predicted Wednesday.",40
2364,"China has emerged from the cocoon of last week's National Day celebrations to swoop on the world's soybean and soymeal markets, snapping up a total of between 600,000 and 800,000 tonnes, traders said on Tuesday.",27
2365,Britain's software and technology consultancy group Logica Plc on Thursday said it had bought Axime Ingenierie SA for 161 million francs and said it saw no need to make a pause in its expansion programme.,29
2366,"MCI Communications Corp., the No. 2 long distance phone company, said Friday it was in talks to be acquired by British Telecommunications Plc in what would be one of the biggest mergers ever.",35
2367,"Seven Network Ltd chairman Kerry Stokes attacked Prime Minister John Howard on Friday, accusing him of having done a ""disgraceful"" deal to deliver newspaper publisher John Fairfax Holdings Ltd to billionaire Kerry Packer.",4
2368,"Declared cocoa arrivals at Ivorian ports for Ivory Coast's 1996/97 (October-April) main crop totalled 970-980,000 tonnes by April 14, close to record levels seen in the 1995/96 season, exporters and crop analysts said.",32
2369,"Czech shares rallied on Monday following the coalition government's win in weekend Senate elections, but analysts said the rise was due more to a technical correction than to a change in investor sentiment.",1
2370,Industry and crop analysts are sticking to forecasts of a total Ivorian 1996/97 (Oct-Sept) cocoa crop of well over one million tonnes though the government appears to say it will be less than that figure.,32
2371,Mosinee Paper Corp on Wednesday it expected capital expenses to double in 1997 as the paper products company expands capacity during the year.,5
2372,"China has launched a manhunt across the restive region of Tibet, tightened airport security and offered a reward of $120,000 for the arrest of culprits who exploded a bomb in Lhasa last week, officials said on Monday.",14
2373,"China's soaring demand for computer chips is expected to fuel strong growth in a domestic semiconductor industry that has long lagged behind its Asian neighbours, industry and government officials said on Monday.",34
2374,"Computer Associates International Inc will unveil on Monday a new Internet business unit that provides one-stop hosting and managing of corporate Web sites, sources close to the company told Reuters.",9
2375,"Rumours Swiss drugs group Roche Holding has designs on Anglo-American group SmithKline Beecham Plc need to be treated with intense caution, analysts said on Wednesday.",19
2376,"The nation's distillers Thursday formally reversed their 48-year-old voluntary ban on broadcast advertising of liquor, saying whiskey and gin should be treated just like beer and wine.",40
2377,Debt-laden Eurotunnel is awaiting the outcome of insurer investigations into the costs of the major fire aboard a freight train last week.,8
2378,Channel tunnel operator Eurotunnel on Monday announced details of a deal giving bank creditors 45.5 percent of the company in return for wiping out 1.0 billion pounds ($1.6 billion) of its massive debts.,17
2379,AT&amp;T Corp said that the decision to wait 14 months before newly appointed President John Walter takes over as chief executive from Robert Allen made sense while he learned about a different business.,35
2380,"Equity Residential Properties Trust, a real estate investment trust led by Chicago real estate investor Sam Zell, agreed Friday to buy Wellsford Residential Property Trust( in a deal valuing Wellsford at $1 billion.",5
2381,NCR Corp. unveiled Friday the prototype for a do-it-yourself retail checkout system designed to speed supermarket checkout times and substantially reduce the frustration of shoppers waiting in line to pay for goods.,9
2382,"McDonald's Corp. said Tuesday it created a new position of chairman of its U.S. operations, in a move analysts said was sparked by intense competition and soft sales from existing stores in the domestic market.",36
2383,"The high-energy debate over the television industry's new ratings system moved Thursday to Capitol Hill, where several lawmakers argued the system is flawed -- and some warned a government fix may be necessary.",40
2384,"The television industry's new ratings system is a bust and is rife with inconsistencies that make it tougher for parents to pick shows appropriate for kids, a conservative media watchdog group charged in a new study on Tuesday.",40
2385,"Harnischfeger Industries Inc's $19 a share tender offer for industrial tool and systems maker Giddings &amp; Lewis Inc could be about the best offer Giddings can get, industry analysts said Monday.",5
2386,"The Halifax Building Society, Britain's largest home loan lender, on Tuesday posted a 6.6 percent rise in pre-tax profits to 1.43 billion pounds ($2.3 billion) in 1996, the last time it will report before its stock market flotation in June.",17
2387,"The United States and Britain ended their latest round of ""open skies"" talks Friday, agreeing on some technical issues but failing to reach a full-blown deal to open up the trans-Atlantic air travel market.",8
2388,"Standard &amp; Poor's (S&amp;P) on Tuesday gave investment grade ratings to three of the four largest Czech banks, but said the high marks were partly due to an implied safety net for the banks provided by the state.",18
